time,latitude,longitude,heatwave_category,mask
2026-09-17T12:00:00Z,-24.975,148.925,NaN,1
2026-09-17T12:00:00Z,-24.975,148.975,NaN,1
2026-09-17T12:00:00Z,-24.975,149.025,NaN,1
2026-09-17T12:00:00Z,-24.975,149.075,NaN,1
2026-09-17T12:00:00Z,-24.975,149.125,NaN,1
2026-09-17T12:00:00Z,-24.975,149.175,NaN,1
2026-09-17T12:00:00Z,-24.975,149.225,NaN,1
2026-09-17T12:00:00Z,-24.975,149.275,NaN,1
2026-09-17T12:00:00Z,-24.975,149.325,NaN,1
2026-09-17T12:00:00Z,-24.975,149.375,NaN,1
2026-09-17T12:00:00Z,-24.975,149.425,NaN,1
2026-09-17T12:00:00Z,-24.975,149.475,NaN,1
2026-09-17T12:00:00Z,-24.975,149.525,NaN,1
2026-09-17T12:00:00Z,-24.975,149.575,NaN,1
2026-09-17T12:00:00Z,-24.975,149.625,NaN,1
2026-09-17T12:00:00Z,-24.975,149.675,NaN,1
2026-09-17T12:00:00Z,-24.975,149.725,NaN,1
2026-09-17T12:00:00Z,-24.975,149.775,NaN,1
2026-09-17T12:00:00Z,-24.975,149.825,NaN,1
2026-09-17T12:00:00Z,-24.975,149.875,NaN,1
2026-09-17T12:00:00Z,-24.975,149.925,NaN,1
2026-09-17T12:00:00Z,-24.975,149.975,NaN,1
2026-09-17T12:00:00Z,-24.975,150.025,NaN,1
2026-09-17T12:00:00Z,-24.975,150.075,NaN,1
2026-09-17T12:00:00Z,-24.975,150.125,NaN,1
2026-09-17T12:00:00Z,-24.975,150.175,NaN,1
2026-09-17T12:00:00Z,-24.975,150.225,NaN,1
2026-09-17T12:00:00Z,-24.975,150.275,NaN,1
2026-09-17T12:00:00Z,-24.975,150.325,NaN,1
2026-09-17T12:00:00Z,-24.975,150.375,NaN,1
2026-09-17T12:00:00Z,-24.975,150.425,NaN,1
2026-09-17T12:00:00Z,-24.975,150.475,NaN,1
2026-09-17T12:00:00Z,-24.975,150.525,NaN,1
2026-09-17T12:00:00Z,-24.975,150.575,NaN,1
2026-09-17T12:00:00Z,-24.975,150.625,NaN,1
2026-09-17T12:00:00Z,-24.975,150.675,NaN,1
2026-09-17T12:00:00Z,-24.975,150.725,NaN,1
2026-09-17T12:00:00Z,-24.975,150.775,NaN,1
2026-09-17T12:00:00Z,-24.975,150.825,NaN,1
2026-09-17T12:00:00Z,-24.975,150.875,NaN,1
2026-09-17T12:00:00Z,-24.975,150.925,NaN,1
2026-09-17T12:00:00Z,-24.975,150.975,NaN,1
2026-09-17T12:00:00Z,-24.975,151.025,NaN,1
2026-09-17T12:00:00Z,-24.975,151.075,NaN,1
2026-09-17T12:00:00Z,-24.975,151.125,NaN,1
2026-09-17T12:00:00Z,-24.975,151.175,NaN,1
2026-09-17T12:00:00Z,-24.975,151.225,NaN,1
2026-09-17T12:00:00Z,-24.975,151.275,NaN,1
2026-09-17T12:00:00Z,-24.975,151.325,NaN,1
2026-09-17T12:00:00Z,-24.975,151.375,NaN,1
2026-09-17T12:00:00Z,-24.975,151.425,NaN,1
2026-09-17T12:00:00Z,-24.975,151.475,NaN,1
2026-09-17T12:00:00Z,-24.975,151.525,NaN,1
2026-09-17T12:00:00Z,-24.975,151.575,NaN,1
2026-09-17T12:00:00Z,-24.975,151.625,NaN,1
2026-09-17T12:00:00Z,-24.975,151.675,NaN,1
2026-09-17T12:00:00Z,-24.975,151.725,NaN,1
2026-09-17T12:00:00Z,-24.975,151.775,NaN,1
2026-09-17T12:00:00Z,-24.975,151.825,NaN,1
2026-09-17T12:00:00Z,-24.975,151.875,NaN,1
2026-09-17T12:00:00Z,-24.975,151.925,NaN,1
2026-09-17T12:00:00Z,-24.975,151.975,NaN,1
2026-09-17T12:00:00Z,-24.975,152.025,NaN,1
2026-09-17T12:00:00Z,-24.975,152.075,NaN,1
2026-09-17T12:00:00Z,-24.975,152.125,NaN,1
2026-09-17T12:00:00Z,-24.975,152.175,NaN,1
2026-09-17T12:00:00Z,-24.975,152.225,NaN,1
2026-09-17T12:00:00Z,-24.975,152.275,NaN,1
2026-09-17T12:00:00Z,-24.975,152.325,NaN,1
2026-09-17T12:00:00Z,-24.975,152.375,NaN,1
2026-09-17T12:00:00Z,-24.975,152.425,NaN,1
2026-09-17T12:00:00Z,-24.975,152.475,0,0
2026-09-17T12:00:00Z,-24.975,152.525,0,0
2026-09-17T12:00:00Z,-24.975,152.575,0,0
2026-09-17T12:00:00Z,-24.975,152.625,0,0
2026-09-17T12:00:00Z,-24.975,152.675,0,0
2026-09-17T12:00:00Z,-24.975,152.725,0,0
2026-09-17T12:00:00Z,-24.975,152.775,0,0
2026-09-17T12:00:00Z,-24.975,152.825,0,0
2026-09-17T12:00:00Z,-24.975,152.875,0,0
2026-09-17T12:00:00Z,-24.975,152.925,0,0
2026-09-17T12:00:00Z,-24.975,152.975,0,0
2026-09-17T12:00:00Z,-24.975,153.025,0,0
2026-09-17T12:00:00Z,-24.975,153.075,0,0
2026-09-17T12:00:00Z,-24.975,153.125,0,0
2026-09-17T12:00:00Z,-24.975,153.175,0,0
2026-09-17T12:00:00Z,-24.975,153.225,1,0
2026-09-17T12:00:00Z,-24.975,153.275,1,0
2026-09-17T12:00:00Z,-24.975,153.325,1,0
2026-09-17T12:00:00Z,-24.975,153.375,1,0
2026-09-17T12:00:00Z,-24.975,153.425,1,0
2026-09-17T12:00:00Z,-24.975,153.475,0,0
2026-09-17T12:00:00Z,-24.975,153.525,0,0
2026-09-17T12:00:00Z,-24.975,153.575,0,0
2026-09-17T12:00:00Z,-24.975,153.625,0,0
2026-09-17T12:00:00Z,-24.975,153.675,0,0
2026-09-17T12:00:00Z,-24.975,153.725,0,0
2026-09-17T12:00:00Z,-24.975,153.775,0,0
2026-09-17T12:00:00Z,-24.975,153.825,0,0
2026-09-17T12:00:00Z,-24.975,153.875,0,0
2026-09-17T12:00:00Z,-24.975,153.925,0,0
2026-09-17T12:00:00Z,-24.975,153.975,0,0
2026-09-17T12:00:00Z,-24.975,154.025,0,0
2026-09-17T12:00:00Z,-24.975,154.075,0,0
2026-09-17T12:00:00Z,-24.975,154.125,0,0
2026-09-17T12:00:00Z,-24.975,154.175,0,0
2026-09-17T12:00:00Z,-24.975,154.225,0,0
2026-09-17T12:00:00Z,-24.975,154.275,0,0
2026-09-17T12:00:00Z,-24.975,154.325,0,0
2026-09-17T12:00:00Z,-24.975,154.375,0,0
2026-09-17T12:00:00Z,-24.975,154.425,0,0
2026-09-17T12:00:00Z,-24.975,154.475,0,0
2026-09-17T12:00:00Z,-24.975,154.525,0,0
2026-09-17T12:00:00Z,-24.975,154.575,0,0
2026-09-17T12:00:00Z,-24.975,154.625,0,0
2026-09-17T12:00:00Z,-24.975,154.675,0,0
2026-09-17T12:00:00Z,-24.975,154.725,0,0
2026-09-17T12:00:00Z,-24.975,154.775,0,0
2026-09-17T12:00:00Z,-24.975,154.825,0,0
2026-09-17T12:00:00Z,-24.975,154.875,0,0
2026-09-17T12:00:00Z,-24.975,154.925,0,0
2026-09-17T12:00:00Z,-24.975,154.975,0,0
2026-09-17T12:00:00Z,-24.975,155.025,0,0
2026-09-17T12:00:00Z,-24.925,145.025,NaN,1
2026-09-17T12:00:00Z,-24.925,145.075,NaN,1
2026-09-17T12:00:00Z,-24.925,145.125,NaN,1
2026-09-17T12:00:00Z,-24.925,145.175,NaN,1
2026-09-17T12:00:00Z,-24.925,145.225,NaN,1
2026-09-17T12:00:00Z,-24.925,145.275,NaN,1
2026-09-17T12:00:00Z,-24.925,145.325,NaN,1
2026-09-17T12:00:00Z,-24.925,145.375,NaN,1
2026-09-17T12:00:00Z,-24.925,145.425,NaN,1
2026-09-17T12:00:00Z,-24.925,145.475,NaN,1
2026-09-17T12:00:00Z,-24.925,145.525,NaN,1
2026-09-17T12:00:00Z,-24.925,145.575,NaN,1
2026-09-17T12:00:00Z,-24.925,145.625,NaN,1
2026-09-17T12:00:00Z,-24.925,145.675,NaN,1
2026-09-17T12:00:00Z,-24.925,145.725,NaN,1
2026-09-17T12:00:00Z,-24.925,145.775,NaN,1
2026-09-17T12:00:00Z,-24.925,145.825,NaN,1
2026-09-17T12:00:00Z,-24.925,145.875,NaN,1
2026-09-17T12:00:00Z,-24.925,145.925,NaN,1
2026-09-17T12:00:00Z,-24.925,145.975,NaN,1
2026-09-17T12:00:00Z,-24.925,146.025,NaN,1
2026-09-17T12:00:00Z,-24.925,146.075,NaN,1
2026-09-17T12:00:00Z,-24.925,146.125,NaN,1
2026-09-17T12:00:00Z,-24.925,146.175,NaN,1
2026-09-17T12:00:00Z,-24.925,146.225,NaN,1
2026-09-17T12:00:00Z,-24.925,146.275,NaN,1
2026-09-17T12:00:00Z,-24.925,146.325,NaN,1
2026-09-17T12:00:00Z,-24.925,146.375,NaN,1
2026-09-17T12:00:00Z,-24.925,146.425,NaN,1
2026-09-17T12:00:00Z,-24.925,146.475,NaN,1
2026-09-17T12:00:00Z,-24.925,146.525,NaN,1
2026-09-17T12:00:00Z,-24.925,146.575,NaN,1
2026-09-17T12:00:00Z,-24.925,146.625,NaN,1
2026-09-17T12:00:00Z,-24.925,146.675,NaN,1
2026-09-17T12:00:00Z,-24.925,146.725,NaN,1
2026-09-17T12:00:00Z,-24.925,146.775,NaN,1
2026-09-17T12:00:00Z,-24.925,146.825,NaN,1
2026-09-17T12:00:00Z,-24.925,146.875,NaN,1
2026-09-17T12:00:00Z,-24.925,146.925,NaN,1
2026-09-17T12:00:00Z,-24.925,146.975,NaN,1
2026-09-17T12:00:00Z,-24.925,147.025,NaN,1
2026-09-17T12:00:00Z,-24.925,147.075,NaN,1
2026-09-17T12:00:00Z,-24.925,147.125,NaN,1
2026-09-17T12:00:00Z,-24.925,147.175,NaN,1
2026-09-17T12:00:00Z,-24.925,147.225,NaN,1
2026-09-17T12:00:00Z,-24.925,147.275,NaN,1
2026-09-17T12:00:00Z,-24.925,147.325,NaN,1
2026-09-17T12:00:00Z,-24.925,147.375,NaN,1
2026-09-17T12:00:00Z,-24.925,147.425,NaN,1
2026-09-17T12:00:00Z,-24.925,147.475,NaN,1
2026-09-17T12:00:00Z,-24.925,147.525,NaN,1
2026-09-17T12:00:00Z,-24.925,147.575,NaN,1
2026-09-17T12:00:00Z,-24.925,147.625,NaN,1
2026-09-17T12:00:00Z,-24.925,147.675,NaN,1
2026-09-17T12:00:00Z,-24.925,147.725,NaN,1
2026-09-17T12:00:00Z,-24.925,147.775,NaN,1
2026-09-17T12:00:00Z,-24.925,147.825,NaN,1
2026-09-17T12:00:00Z,-24.925,147.875,NaN,1
2026-09-17T12:00:00Z,-24.925,147.925,NaN,1
2026-09-17T12:00:00Z,-24.925,147.975,NaN,1
2026-09-17T12:00:00Z,-24.925,148.025,NaN,1
2026-09-17T12:00:00Z,-24.925,148.075,NaN,1
2026-09-17T12:00:00Z,-24.925,148.125,NaN,1
2026-09-17T12:00:00Z,-24.925,148.175,NaN,1
2026-09-17T12:00:00Z,-24.925,148.225,NaN,1
2026-09-17T12:00:00Z,-24.925,148.275,NaN,1
2026-09-17T12:00:00Z,-24.925,148.325,NaN,1
2026-09-17T12:00:00Z,-24.925,148.375,NaN,1
2026-09-17T12:00:00Z,-24.925,148.425,NaN,1
2026-09-17T12:00:00Z,-24.925,148.475,NaN,1
2026-09-17T12:00:00Z,-24.925,148.525,NaN,1
2026-09-17T12:00:00Z,-24.925,148.575,NaN,1
2026-09-17T12:00:00Z,-24.925,148.625,NaN,1
2026-09-17T12:00:00Z,-24.925,148.675,NaN,1
2026-09-17T12:00:00Z,-24.925,148.725,NaN,1
2026-09-17T12:00:00Z,-24.925,148.775,NaN,1
2026-09-17T12:00:00Z,-24.925,148.825,NaN,1
2026-09-17T12:00:00Z,-24.925,148.875,NaN,1
2026-09-17T12:00:00Z,-24.925,148.925,NaN,1
2026-09-17T12:00:00Z,-24.925,148.975,NaN,1
2026-09-17T12:00:00Z,-24.925,149.025,NaN,1
2026-09-17T12:00:00Z,-24.925,149.075,NaN,1
2026-09-17T12:00:00Z,-24.925,149.125,NaN,1
2026-09-17T12:00:00Z,-24.925,149.175,NaN,1
2026-09-17T12:00:00Z,-24.925,149.225,NaN,1
2026-09-17T12:00:00Z,-24.925,149.275,NaN,1
2026-09-17T12:00:00Z,-24.925,149.325,NaN,1
2026-09-17T12:00:00Z,-24.925,149.375,NaN,1
2026-09-17T12:00:00Z,-24.925,149.425,NaN,1
2026-09-17T12:00:00Z,-24.925,149.475,NaN,1
2026-09-17T12:00:00Z,-24.925,149.525,NaN,1
2026-09-17T12:00:00Z,-24.925,149.575,NaN,1
2026-09-17T12:00:00Z,-24.925,149.625,NaN,1
2026-09-17T12:00:00Z,-24.925,149.675,NaN,1
2026-09-17T12:00:00Z,-24.925,149.725,NaN,1
2026-09-17T12:00:00Z,-24.925,149.775,NaN,1
2026-09-17T12:00:00Z,-24.925,149.825,NaN,1
2026-09-17T12:00:00Z,-24.925,149.875,NaN,1
2026-09-17T12:00:00Z,-24.925,149.925,NaN,1
2026-09-17T12:00:00Z,-24.925,149.975,NaN,1
2026-09-17T12:00:00Z,-24.925,150.025,NaN,1
2026-09-17T12:00:00Z,-24.925,150.075,NaN,1
2026-09-17T12:00:00Z,-24.925,150.125,NaN,1
2026-09-17T12:00:00Z,-24.925,150.175,NaN,1
2026-09-17T12:00:00Z,-24.925,150.225,NaN,1
2026-09-17T12:00:00Z,-24.925,150.275,NaN,1
2026-09-17T12:00:00Z,-24.925,150.325,NaN,1
2026-09-17T12:00:00Z,-24.925,150.375,NaN,1
2026-09-17T12:00:00Z,-24.925,150.425,NaN,1
2026-09-17T12:00:00Z,-24.925,150.475,NaN,1
2026-09-17T12:00:00Z,-24.925,150.525,NaN,1
2026-09-17T12:00:00Z,-24.925,150.575,NaN,1
2026-09-17T12:00:00Z,-24.925,150.625,NaN,1
2026-09-17T12:00:00Z,-24.925,150.675,NaN,1
2026-09-17T12:00:00Z,-24.925,150.725,NaN,1
2026-09-17T12:00:00Z,-24.925,150.775,NaN,1
2026-09-17T12:00:00Z,-24.925,150.825,NaN,1
2026-09-17T12:00:00Z,-24.925,150.875,NaN,1
2026-09-17T12:00:00Z,-24.925,150.925,NaN,1
2026-09-17T12:00:00Z,-24.925,150.975,NaN,1
2026-09-17T12:00:00Z,-24.925,151.025,NaN,1
2026-09-17T12:00:00Z,-24.925,151.075,NaN,1
2026-09-17T12:00:00Z,-24.925,151.125,NaN,1
2026-09-17T12:00:00Z,-24.925,151.175,NaN,1
2026-09-17T12:00:00Z,-24.925,151.225,NaN,1
2026-09-17T12:00:00Z,-24.925,151.275,NaN,1
2026-09-17T12:00:00Z,-24.925,151.325,NaN,1
2026-09-17T12:00:00Z,-24.925,151.375,NaN,1
2026-09-17T12:00:00Z,-24.925,151.425,NaN,1
2026-09-17T12:00:00Z,-24.925,151.475,NaN,1
2026-09-17T12:00:00Z,-24.925,151.525,NaN,1
2026-09-17T12:00:00Z,-24.925,151.575,NaN,1
2026-09-17T12:00:00Z,-24.925,151.625,NaN,1
2026-09-17T12:00:00Z,-24.925,151.675,NaN,1
2026-09-17T12:00:00Z,-24.925,151.725,NaN,1
2026-09-17T12:00:00Z,-24.925,151.775,NaN,1
2026-09-17T12:00:00Z,-24.925,151.825,NaN,1
2026-09-17T12:00:00Z,-24.925,151.875,NaN,1
2026-09-17T12:00:00Z,-24.925,151.925,NaN,1
2026-09-17T12:00:00Z,-24.925,151.975,NaN,1
2026-09-17T12:00:00Z,-24.925,152.025,NaN,1
2026-09-17T12:00:00Z,-24.925,152.075,NaN,1
2026-09-17T12:00:00Z,-24.925,152.125,NaN,1
2026-09-17T12:00:00Z,-24.925,152.175,NaN,1
2026-09-17T12:00:00Z,-24.925,152.225,NaN,1
2026-09-17T12:00:00Z,-24.925,152.275,NaN,1
2026-09-17T12:00:00Z,-24.925,152.325,NaN,1
2026-09-17T12:00:00Z,-24.925,152.375,NaN,1
2026-09-17T12:00:00Z,-24.925,152.425,NaN,1
2026-09-17T12:00:00Z,-24.925,152.475,0,0
2026-09-17T12:00:00Z,-24.925,152.525,0,0
2026-09-17T12:00:00Z,-24.925,152.575,0,0
2026-09-17T12:00:00Z,-24.925,152.625,0,0
2026-09-17T12:00:00Z,-24.925,152.675,0,0
2026-09-17T12:00:00Z,-24.925,152.725,0,0
2026-09-17T12:00:00Z,-24.925,152.775,0,0
2026-09-17T12:00:00Z,-24.925,152.825,0,0
2026-09-17T12:00:00Z,-24.925,152.875,0,0
2026-09-17T12:00:00Z,-24.925,152.925,0,0
2026-09-17T12:00:00Z,-24.925,152.975,0,0
2026-09-17T12:00:00Z,-24.925,153.025,0,0
2026-09-17T12:00:00Z,-24.925,153.075,0,0
2026-09-17T12:00:00Z,-24.925,153.125,0,0
2026-09-17T12:00:00Z,-24.925,153.175,0,0
2026-09-17T12:00:00Z,-24.925,153.225,1,0
2026-09-17T12:00:00Z,-24.925,153.275,1,0
2026-09-17T12:00:00Z,-24.925,153.325,1,0
2026-09-17T12:00:00Z,-24.925,153.375,1,0
2026-09-17T12:00:00Z,-24.925,153.425,1,0
2026-09-17T12:00:00Z,-24.925,153.475,0,0
2026-09-17T12:00:00Z,-24.925,153.525,0,0
2026-09-17T12:00:00Z,-24.925,153.575,0,0
2026-09-17T12:00:00Z,-24.925,153.625,0,0
2026-09-17T12:00:00Z,-24.925,153.675,0,0
2026-09-17T12:00:00Z,-24.925,153.725,0,0
2026-09-17T12:00:00Z,-24.925,153.775,0,0
2026-09-17T12:00:00Z,-24.925,153.825,0,0
2026-09-17T12:00:00Z,-24.925,153.875,0,0
2026-09-17T12:00:00Z,-24.925,153.925,0,0
2026-09-17T12:00:00Z,-24.925,153.975,0,0
2026-09-17T12:00:00Z,-24.925,154.025,0,0
2026-09-17T12:00:00Z,-24.925,154.075,0,0
2026-09-17T12:00:00Z,-24.925,154.125,0,0
2026-09-17T12:00:00Z,-24.925,154.175,0,0
2026-09-17T12:00:00Z,-24.925,154.225,0,0
2026-09-17T12:00:00Z,-24.925,154.275,0,0
2026-09-17T12:00:00Z,-24.925,154.325,0,0
2026-09-17T12:00:00Z,-24.925,154.375,0,0
2026-09-17T12:00:00Z,-24.925,154.425,0,0
2026-09-17T12:00:00Z,-24.925,154.475,0,0
2026-09-17T12:00:00Z,-24.925,154.525,0,0
2026-09-17T12:00:00Z,-24.925,154.575,0,0
2026-09-17T12:00:00Z,-24.925,154.625,0,0
2026-09-17T12:00:00Z,-24.925,154.675,0,0
2026-09-17T12:00:00Z,-24.925,154.725,0,0
2026-09-17T12:00:00Z,-24.925,154.775,0,0
2026-09-17T12:00:00Z,-24.925,154.825,0,0
2026-09-17T12:00:00Z,-24.925,154.875,0,0
2026-09-17T12:00:00Z,-24.925,154.925,0,0
2026-09-17T12:00:00Z,-24.925,154.975,0,0
2026-09-17T12:00:00Z,-24.925,155.025,0,0
2026-09-17T12:00:00Z,-24.875,145.025,NaN,1
2026-09-17T12:00:00Z,-24.875,145.075,NaN,1
2026-09-17T12:00:00Z,-24.875,145.125,NaN,1
2026-09-17T12:00:00Z,-24.875,145.175,NaN,1
2026-09-17T12:00:00Z,-24.875,145.225,NaN,1
2026-09-17T12:00:00Z,-24.875,145.275,NaN,1
2026-09-17T12:00:00Z,-24.875,145.325,NaN,1
2026-09-17T12:00:00Z,-24.875,145.375,NaN,1
2026-09-17T12:00:00Z,-24.875,145.425,NaN,1
2026-09-17T12:00:00Z,-24.875,145.475,NaN,1
2026-09-17T12:00:00Z,-24.875,145.525,NaN,1
2026-09-17T12:00:00Z,-24.875,145.575,NaN,1
2026-09-17T12:00:00Z,-24.875,145.625,NaN,1
2026-09-17T12:00:00Z,-24.875,145.675,NaN,1
2026-09-17T12:00:00Z,-24.875,145.725,NaN,1
2026-09-17T12:00:00Z,-24.875,145.775,NaN,1
2026-09-17T12:00:00Z,-24.875,145.825,NaN,1
2026-09-17T12:00:00Z,-24.875,145.875,NaN,1
2026-09-17T12:00:00Z,-24.875,145.925,NaN,1
2026-09-17T12:00:00Z,-24.875,145.975,NaN,1
2026-09-17T12:00:00Z,-24.875,146.025,NaN,1
2026-09-17T12:00:00Z,-24.875,146.075,NaN,1
2026-09-17T12:00:00Z,-24.875,146.125,NaN,1
2026-09-17T12:00:00Z,-24.875,146.175,NaN,1
2026-09-17T12:00:00Z,-24.875,146.225,NaN,1
2026-09-17T12:00:00Z,-24.875,146.275,NaN,1
2026-09-17T12:00:00Z,-24.875,146.325,NaN,1
2026-09-17T12:00:00Z,-24.875,146.375,NaN,1
2026-09-17T12:00:00Z,-24.875,146.425,NaN,1
2026-09-17T12:00:00Z,-24.875,146.475,NaN,1
2026-09-17T12:00:00Z,-24.875,146.525,NaN,1
2026-09-17T12:00:00Z,-24.875,146.575,NaN,1
2026-09-17T12:00:00Z,-24.875,146.625,NaN,1
2026-09-17T12:00:00Z,-24.875,146.675,NaN,1
2026-09-17T12:00:00Z,-24.875,146.725,NaN,1
2026-09-17T12:00:00Z,-24.875,146.775,NaN,1
2026-09-17T12:00:00Z,-24.875,146.825,NaN,1
2026-09-17T12:00:00Z,-24.875,146.875,NaN,1
2026-09-17T12:00:00Z,-24.875,146.925,NaN,1
2026-09-17T12:00:00Z,-24.875,146.975,NaN,1
2026-09-17T12:00:00Z,-24.875,147.025,NaN,1
2026-09-17T12:00:00Z,-24.875,147.075,NaN,1
2026-09-17T12:00:00Z,-24.875,147.125,NaN,1
2026-09-17T12:00:00Z,-24.875,147.175,NaN,1
2026-09-17T12:00:00Z,-24.875,147.225,NaN,1
2026-09-17T12:00:00Z,-24.875,147.275,NaN,1
2026-09-17T12:00:00Z,-24.875,147.325,NaN,1
2026-09-17T12:00:00Z,-24.875,147.375,NaN,1
2026-09-17T12:00:00Z,-24.875,147.425,NaN,1
2026-09-17T12:00:00Z,-24.875,147.475,NaN,1
2026-09-17T12:00:00Z,-24.875,147.525,NaN,1
2026-09-17T12:00:00Z,-24.875,147.575,NaN,1
2026-09-17T12:00:00Z,-24.875,147.625,NaN,1
2026-09-17T12:00:00Z,-24.875,147.675,NaN,1
2026-09-17T12:00:00Z,-24.875,147.725,NaN,1
2026-09-17T12:00:00Z,-24.875,147.775,NaN,1
2026-09-17T12:00:00Z,-24.875,147.825,NaN,1
2026-09-17T12:00:00Z,-24.875,147.875,NaN,1
2026-09-17T12:00:00Z,-24.875,147.925,NaN,1
2026-09-17T12:00:00Z,-24.875,147.975,NaN,1
2026-09-17T12:00:00Z,-24.875,148.025,NaN,1
2026-09-17T12:00:00Z,-24.875,148.075,NaN,1
2026-09-17T12:00:00Z,-24.875,148.125,NaN,1
2026-09-17T12:00:00Z,-24.875,148.175,NaN,1
2026-09-17T12:00:00Z,-24.875,148.225,NaN,1
2026-09-17T12:00:00Z,-24.875,148.275,NaN,1
2026-09-17T12:00:00Z,-24.875,148.325,NaN,1
2026-09-17T12:00:00Z,-24.875,148.375,NaN,1
2026-09-17T12:00:00Z,-24.875,148.425,NaN,1
